Geographic Area Name, Total
"Highland Springs CDP, Virginia",1764
"Hillsville town, Virginia",1188
"Hiltons CDP, Virginia",100
"Hollins CDP, Virginia",5926
"Hollymead CDP, Virginia",4240
"Honaker town, Virginia",308
"Hopewell city, Virginia",4665
"Horntown CDP, Virginia",276
"Horse Pasture CDP, Virginia",509
"Hot Springs CDP, Virginia",244
"Huntington CDP, Virginia",4684
"Hurt town, Virginia",440
"Hutchison CDP, Virginia",661
"Hybla Valley CDP, Virginia",2300
"Idylwood CDP, Virginia",5430
"Independence town, Virginia",342
"Independent Hill CDP, Virginia",3795
"Innsbrook CDP, Virginia",2888
"Irvington town, Virginia",X
"Ivanhoe CDP, Virginia",236
"Ivor town, Virginia",X
"Ivy CDP, Virginia",615
"Jarratt town, Virginia",150
"Jolivue CDP, Virginia",508
"Jonesville town, Virginia",260
"Keezletown CDP, Virginia",X
"Kenbridge town, Virginia",212
"Keokee CDP, Virginia",143
"Keysville town, Virginia",178
"Kilmarnock town, Virginia",X
"King George CDP, Virginia",2158
"Kings Park CDP, Virginia",1825
"Kings Park West CDP, Virginia",5884
"Kingstowne CDP, Virginia",5675
"La Crosse town, Virginia",X
"Lafayette CDP, Virginia",118
"Lake Barcroft CDP, Virginia",3738
"Lake Caroline CDP, Virginia",1099
"Lake Holiday CDP, Virginia",1191
"Lake Land'Or CDP, Virginia",1705
"Lake Monticello CDP, Virginia",5733
"Lake of the Woods CDP, Virginia",4268
"Lake Ridge CDP, Virginia",13059
"Lakeside CDP, Virginia",4849
"Lake Wilderness CDP, Virginia",1283
"Lansdowne CDP, Virginia",5397
"Laurel CDP, Virginia",4418
"Laurel Hill CDP, Virginia",1785
"Laurel Park CDP, Virginia",98
"Lawrenceville town, Virginia",X
"Laymantown CDP, Virginia",984
"Lebanon town, Virginia",1265
"Leesburg town, Virginia",18919
"Leesylvania CDP, Virginia",3262
"Lexington city, Virginia",2502
"Lincolnia CDP, Virginia",4848
"Linton Hall CDP, Virginia",15630
"Linville CDP, Virginia",107
"Loch Lomond CDP, Virginia",730
"Long Branch CDP, Virginia",3432
"Lorton CDP, Virginia",3350
"Loudoun Valley Estates CDP, Virginia",1577
"Louisa town, Virginia",691
"Lovettsville town, Virginia",1415
"Lovingston CDP, Virginia",159
"Lowes Island CDP, Virginia",4592
"Luray town, Virginia",2004
"Lynchburg city, Virginia",24499
"Lyndhurst CDP, Virginia",X
"McGaheysville CDP, Virginia",412
"McLean CDP, Virginia",23300
"McMullin CDP, Virginia",213
"McNair CDP, Virginia",3403
"Madison Heights CDP, Virginia",3337
"Mallow CDP, Virginia",229
"Manassas city, Virginia",10057
"Manassas Park city, Virginia",2868
"Manchester CDP, Virginia",3085
"Mantua CDP, Virginia",3178
"Marion town, Virginia",2366
"Marshall CDP, Virginia",568
"Martinsville city, Virginia",2698
"Mason Neck CDP, Virginia",999
"Massanetta Springs CDP, Virginia",3511
"Massanutten CDP, Virginia",1236
"Mathews CDP, Virginia",216
"Matoaca CDP, Virginia",667
"Maurertown CDP, Virginia",393
"Max Meadows CDP, Virginia",184
"Meadowbrook CDP, Virginia",2986
"Meadowview CDP, Virginia",X
"Mechanicsville CDP, Virginia",18943
"Melfa town, Virginia",X
"Merrifield CDP, Virginia",5599
"Merrimac CDP, Virginia",1088
"Middlebrook CDP, Virginia",107
"Middleburg town, Virginia",338
"Middletown town, Virginia",653
"Midlothian CDP, Virginia",9349
"Mineral town, Virginia",237
"Moneta CDP, Virginia",207
"Montclair CDP, Virginia",7851
"Montrose CDP, Virginia",858
"Montross town, Virginia",X
"Montvale CDP, Virginia",306
"Moorefield CDP, Virginia",1020
"Motley CDP, Virginia",283
"Mountain Road CDP, Virginia",103
"Mount Clifton CDP, Virginia",117
"Mount Crawford town, Virginia",224
"Mount Hermon CDP, Virginia",1730
"Mount Jackson town, Virginia",709
"Mount Sidney CDP, Virginia",X
"Mount Vernon CDP, Virginia",5714
"Narrows town, Virginia",857
"Nassawadox town, Virginia",118
"Navy CDP, Virginia",1015
"Nellysford CDP, Virginia",X
"New Baltimore CDP, Virginia",6261
"New Hope CDP, Virginia",407
"Newington CDP, Virginia",3935
"Newington Forest CDP, Virginia",4320
"New Kent CDP, Virginia",317
"New Market town, Virginia",885
"Newport News city, Virginia",42959
"Nickelsville town, Virginia",137
"Nokesville CDP, Virginia",813
"Norfolk city, Virginia",59437
"North Garden CDP, Virginia",265
"North Shore CDP, Virginia",2068
"North Springfield CDP, Virginia",1884
"Norton city, Virginia",1327
"Oak Grove CDP, Virginia",347
"Oak Hall CDP, Virginia",100
"Oak Level CDP, Virginia",238
"Oakton CDP, Virginia",13136
"Occoquan town, Virginia",449
"Onancock town, Virginia",456
"One Loudoun CDP, Virginia",768
"Onley town, Virginia",218
"Opal CDP, Virginia",X
"Orange town, Virginia",1477
"Pantops CDP, Virginia",2256
"Parksley town, Virginia",242
"Parrott CDP, Virginia",105
"Passapatanzy CDP, Virginia",454
"Patrick Springs CDP, Virginia",651
"Pearisburg town, Virginia",1166
"Pembroke town, Virginia",X
"Penhook CDP, Virginia",358
"Pennington Gap town, Virginia",506
"Petersburg city, Virginia",2484
"Phenix town, Virginia",X
"Pimmit Hills CDP, Virginia",2075
"Piney Mountain CDP, Virginia",611
"Plum Creek CDP, Virginia",484
"Poquoson city, Virginia",6763
"Port Republic CDP, Virginia",181
"Portsmouth city, Virginia",19462
"Potomac Mills CDP, Virginia",1076
"Pound town, Virginia",X
"Pounding Mill CDP, Virginia",118
"Powhatan CDP, Virginia",210
"Prices Fork CDP, Virginia",617
"Prince George CDP, Virginia",629
"Pulaski town, Virginia",3208
"Purcellville town, Virginia",4920
"Quantico town, Virginia",X
"Quantico Base CDP, Virginia",2239
"Quinby CDP, Virginia",X
"Radford city, Virginia",5657
"Raven CDP, Virginia",677
"Ravensworth CDP, Virginia",944
"Remington town, Virginia",179
"Reston CDP, Virginia",27313
"Rich Creek town, Virginia",173
"Richlands town, Virginia",2053
"Richmond city, Virginia",63743
"Ridgeway town, Virginia",X
"Riner CDP, Virginia",538
"Rio CDP, Virginia",499
"Rivanna CDP, Virginia",1474
"Riverdale CDP, Virginia",300
"Riverview CDP, Virginia",X
"Roanoke city, Virginia",29985
"Rockwood CDP, Virginia",3346
"Rocky Mount town, Virginia",1446
"Rose Hill CDP (Fairfax County), Virginia",7483
"Rose Hill CDP (Lee County), Virginia",X
"Round Hill town, Virginia",442
"Ruckersville CDP, Virginia",528
"Rural Retreat town, Virginia",681
"Rushmere CDP, Virginia",290
"Rustburg CDP, Virginia",X
"St. Paul town, Virginia",342
"Salem city, Virginia",10581
"Saltville town, Virginia",679
"Saluda CDP, Virginia",X
"Sandston CDP, Virginia",1862
"Saxis town, Virginia",107
"Schuyler CDP, Virginia",X
"Scottsville town, Virginia",251
"Sedley CDP, Virginia",183
"Selma CDP, Virginia",X
"Seven Corners CDP, Virginia",1108
"Seven Mile Ford CDP, Virginia",X
"Shawneeland CDP, Virginia",1044
"Shawsville CDP, Virginia",467
"Shenandoah town, Virginia",938
"Shenandoah Farms CDP, Virginia",1961
"Shenandoah Retreat CDP, Virginia",290
"Shenandoah Shores CDP, Virginia",498
"Sherando CDP, Virginia",379
"Shipman CDP, Virginia",X
"Short Pump CDP, Virginia",12064
"Singers Glen CDP, Virginia",114
"Skyland Estates CDP, Virginia",377
"Smithfield town, Virginia",3653
"South Boston town, Virginia",1536
"Southern Gateway CDP, Virginia",734
"South Hill town, Virginia",1056
"South Riding CDP, Virginia",8898
"South Run CDP, Virginia",3341
"Sperryville CDP, Virginia",X
"Spotsylvania Courthouse CDP, Virginia",2241
"Springfield CDP, Virginia",6192
"Springville CDP, Virginia",420
"Stafford Courthouse CDP, Virginia",853
"Stanley town, Virginia",X
"Stanleytown CDP, Virginia",525
"Staunton city, Virginia",11151
"Stephens City town, Virginia",925
"Sterling CDP, Virginia",5786
"Stewartsville CDP, Virginia",195
"Stickleyville CDP, Virginia",134
"Stone Ridge CDP, Virginia",3698
"Strasburg town, Virginia",3020
"Stuart town, Virginia",379
"Stuarts Draft CDP, Virginia",5552
"Sudley CDP, Virginia",2827
"Suffolk city, Virginia",25586
"Sugar Grove CDP, Virginia",X
"Sugarland Run CDP, Virginia",2990
"Sully Square CDP, Virginia",281
"Tangier town, Virginia",377
"Tappahannock town, Virginia",471
"Tazewell town, Virginia",1956
"Temperanceville CDP, Virginia",95
"Templeton CDP, Virginia",121
"Timberlake CDP, Virginia",5699
"Timberville town, Virginia",1088
"Toms Brook town, Virginia",112
"Triangle CDP, Virginia",1396
"Troutville town, Virginia",176
"Tuckahoe CDP, Virginia",22841
"Twin Lakes CDP, Virginia",648
"Tysons CDP, Virginia",6873
"Union Hall CDP, Virginia",797
"Union Mill CDP, Virginia",2406
"University Center CDP, Virginia",1084
"University of Virginia CDP, Virginia",1096
"Urbanna town, Virginia",X
"Vansant CDP, Virginia",99
"Verona CDP, Virginia",1404
"Victoria town, Virginia",527
"Vienna town, Virginia",7611
"Villa Heights CDP, Virginia",X
"Vinton town, Virginia",3305
"Virginia Beach city, Virginia",172544
"Wachapreague town, Virginia",X
"Wakefield CDP, Virginia",5688
"Wakefield town, Virginia",157
"Warrenton town, Virginia",4551
"Warsaw town, Virginia",X
"Waterford CDP, Virginia",X
"Wattsville CDP, Virginia",424
"Waverly town, Virginia",218
"Waynesboro city, Virginia",9130
"Weber City town, Virginia",459
"Weems CDP, Virginia",123
"West Falls Church CDP, Virginia",8561
"Westlake Corner CDP, Virginia",847
"West Point town, Virginia",1344
"West Springfield CDP, Virginia",8616
"Weyers Cave CDP, Virginia",1327
"White Stone town, Virginia",X
"Williamsburg city, Virginia",5052
"Willis Wharf CDP, Virginia",101
"Winchester city, Virginia",10187
"Windsor town, Virginia",960
"Wintergreen CDP, Virginia",226
"Wise town, Virginia",1123
"Wolf Trap CDP, Virginia",8006
"Woodbridge CDP, Virginia",5693
"Woodburn CDP, Virginia",2916
"Woodlake CDP, Virginia",4439
"Woodlawn CDP (Carroll County), Virginia",884
"Woodlawn CDP (Fairfax County), Virginia",2099
"Woodstock town, Virginia",2325
"Wyndham CDP, Virginia",5102
"Wytheville town, Virginia",3226
"Yogaville CDP, Virginia",133
"Yorkshire CDP, Virginia",1412
"Yorktown CDP, Virginia",101
"Aberdeen city, Washington",6079
"Aberdeen Gardens CDP, Washington",X
"Acme CDP, Washington",151
"Addy CDP, Washington",98
"Ahtanum CDP, Washington",1720
"Airway Heights city, Washington",4094
"Albion town, Washington",258
"Alder CDP, Washington",X
"Alderton CDP, Washington",1561
"Alderwood Manor CDP, Washington",3624
"Alger CDP, Washington",195
"Algona city, Washington",1111
"Allyn CDP, Washington",1241
"Almira town, Washington",151
"Amboy CDP, Washington",815
"Ames Lake CDP, Washington",860
"Anacortes city, Washington",10230
"Anderson Island CDP, Washington",805
"Arlington city, Washington",9307
"Arlington Heights CDP, Washington",1430
"Artondale CDP, Washington",8061
"Ashford CDP, Washington",174
"Asotin city, Washington",537
"Auburn city, Washington",29383
"Bainbridge Island city, Washington",15827
"Bangor Base CDP, Washington",2067
"Banks Lake South CDP, Washington",X
"Barberton CDP, Washington",4618
"Baring CDP, Washington",136
"Battle Ground city, Washington",11206
"Bay View CDP, Washington",559
"Beacon Hill CDP, Washington",1066
"Beaux Arts Village town, Washington",X
"Belfair CDP, Washington",1899
"Bellevue city, Washington",46911
"Bell Hill CDP, Washington",624
"Bellingham city, Washington",48400
"Benton City city, Washington",1133
"Bethel CDP, Washington",2004
"Big Lake CDP, Washington",1682
"Bingen city, Washington",186
"Birch Bay CDP, Washington",5253
"Black Diamond city, Washington",2481
"Blaine city, Washington",2984
"Bonney Lake city, Washington",10854
"Bothell city, Washington",22162
"Bothell East CDP, Washington",3525
"Bothell West CDP, Washington",8770
"Boulevard Park CDP, Washington",1123
"Bow CDP, Washington",X
"Brady CDP, Washington",404
"Bremerton city, Washington",17415
"Brewster city, Washington",X
"Bridgeport city, Washington",212
"Brier city, Washington",3592
"Brinnon CDP, Washington",417
"Browns Point CDP, Washington",787
"Brush Prairie CDP, Washington",1622
"Bryant CDP, Washington",1113
"Bryn Mawr-Skyway CDP, Washington",3275
"Buckley city, Washington",2502
"Bucoda town, Washington",X
"Bunk Foss CDP, Washington",2012
"Burbank CDP, Washington",1479
"Burien city, Washington",16645
"Burley CDP, Washington",1046
"Burlington city, Washington",3177
"Camano CDP, Washington",10574
"Camas city, Washington",13322
"Canterwood CDP, Washington",2079
"Canyon Creek CDP, Washington",1545
"Carbonado town, Washington",312
"Carlsborg CDP, Washington",649
"Carnation city, Washington",1059
"Carson CDP, Washington",869
"Cascade Valley CDP, Washington",1366
"Cashmere city, Washington",1287
"Castle Rock city, Washington",941
"Cathcart CDP, Washington",1552
"Cathlamet town, Washington",264
"Cavalero CDP, Washington",2738
"Centralia city, Washington",7427
"Central Park CDP, Washington",1312
"Chain Lake CDP, Washington",2654
"Chehalis city, Washington",3242
"Chelan city, Washington",1752
"Cheney city, Washington",5245
"Cherry Grove CDP, Washington",356
"Chewelah city, Washington",1133
"Chico CDP, Washington",1392
"Chinook CDP, Washington",224
"Clallam Bay CDP, Washington",X
"Clarkston city, Washington",3012
"Clarkston Heights-Vineland CDP, Washington",4275
"Clayton CDP, Washington",111
"Clear Lake CDP (Pierce County), Washington",756
"Clear Lake CDP (Skagit County), Washington",564
"Clearview CDP, Washington",1858
"Cle Elum city, Washington",988
"Clinton CDP, Washington",612
"Clover Creek CDP, Washington",2936
"Clyde Hill city, Washington",1363
"Cohassett Beach CDP, Washington",291
"Colfax city, Washington",1609
"College Place city, Washington",3969
"Colton town, Washington",193
"Colville city, Washington",2317
"Conconully town, Washington",105
"Concrete town, Washington",291
"Connell city, Washington",1499
"Copalis Beach CDP, Washington",X
"Cosmopolis city, Washington",603
"Cottage Lake CDP, Washington",13007
"Coulee City town, Washington",232
"Coulee Dam town, Washington",280
"Country Homes CDP, Washington",2766
"Coupeville town, Washington",1074
"Covington city, Washington",8721
"Crescent Bar CDP, Washington",195
"Crocker CDP, Washington",679
"Curlew Lake CDP, Washington",X
"Custer CDP, Washington",290
"Dallesport CDP, Washington",534
"Darrington town, Washington",622
"Dash Point CDP, Washington",578
"Davenport city, Washington",779
"Dayton city, Washington",1114
"Deep River CDP, Washington",133
"Deer Park city, Washington",2157
"Deming CDP, Washington",144
"Desert Aire CDP, Washington",554
"Des Moines city, Washington",10785
"Dollars Corner CDP, Washington",660
"Duluth CDP, Washington",985
"DuPont city, Washington",3953
"Duvall city, Washington",4324
"East Cathlamet CDP, Washington",X
"Eastmont CDP, Washington",10645
"Easton CDP, Washington",202
"East Port Orchard CDP, Washington",2320
"East Renton Highlands CDP, Washington",6196
"East Wenatchee city, Washington",5230
"Eatonville town, Washington",1180
"Edgewood city, Washington",6467
"Edmonds city, Washington",23377
"Electric City city, Washington",418
"Elk Plain CDP, Washington",5902
"Ellensburg city, Washington",8703
"Elma city, Washington",1285
"Endicott town, Washington",X
"Enetai CDP, Washington",1225
"Entiat city, Washington",468
"Enumclaw city, Washington",6458
"Ephrata city, Washington",3365
"Erlands Point CDP, Washington",514
"Eschbach CDP, Washington",188
"Esperance CDP, Washington",1932
"Everett city, Washington",42026
"Everson city, Washington",1212
"Fairchild AFB CDP, Washington",1008
"Fairfield town, Washington",X
"Fairwood CDP (King County), Washington",7352
"Fairwood CDP (Spokane County), Washington",5833
"Fall City CDP, Washington",1118
"Federal Way city, Washington",26937
"Felida CDP, Washington",5380
"Ferndale city, Washington",6949
"Fern Prairie CDP, Washington",1112
"Fife city, Washington",3009
"Fife Heights CDP, Washington",819
"Finley CDP, Washington",2216
"Fircrest city, Washington",3438
"Five Corners CDP, Washington",9788
"Fobes Hill CDP, Washington",1567
"Fords Prairie CDP, Washington",1045
"Forks city, Washington",1149
"Fort Lewis CDP, Washington",2587
"Four Lakes CDP, Washington",304
"Fox Island CDP, Washington",2462
"Frederickson CDP, Washington",8669
"Freeland CDP, Washington",1352
"Friday Harbor town, Washington",1324
"Garfield town, Washington",299
"Garrett CDP, Washington",967
"Geneva CDP, Washington",1710
"Gig Harbor city, Washington",6943
"Glacier CDP, Washington",X
"Gleed CDP, Washington",1458
"Gold Bar city, Washington",1022
"Goldendale city, Washington",1258
"Gorst CDP, Washington",X
"Graham CDP, Washington",13439
"Grand Coulee city, Washington",290
"Grand Mound CDP, Washington",1353
"Grandview city, Washington",1161
"Granger city, Washington",168
"Granite Falls city, Washington",2103
"Grapeview CDP, Washington",605
"Grayland CDP, Washington",466
"Grays River CDP, Washington",106
"Green Bluff CDP, Washington",X
"Hamilton town, Washington",120
"Hansville CDP, Washington",2181
"Harrington city, Washington",193
"Hat Island CDP, Washington",122
"Hazel Dell CDP, Washington",10457
"High Bridge CDP, Washington",1861
"Hobart CDP, Washington",3891
"Hockinson CDP, Washington",3601
"Home CDP, Washington",868
"Hoodsport CDP, Washington",157
"Hoquiam city, Washington",3487
"Hunts Point town, Washington",193
"Ilwaco city, Washington",565
"Indianola CDP, Washington",2069
"Ione town, Washington",139
"Issaquah city, Washington",16848
"Jamestown CDP, Washington",237
"Kalama city, Washington",1496
"Kapowsin CDP, Washington",170
"Kayak Point CDP, Washington",1075
"Kelso city, Washington",4528
"Kendall CDP, Washington",418
"Kenmore city, Washington",11365
"Kennewick city, Washington",31579
"Kent city, Washington",34393
"Kettle Falls city, Washington",641
"Key Center CDP, Washington",2101
"Keyport CDP, Washington",282
"Kingston CDP, Washington",1460
"Kirkland city, Washington",41243
"Kitsap Lake CDP, Washington",832
"Kittitas city, Washington",515
"Klickitat CDP, Washington",118
"La Center city, Washington",1933
"Lacey city, Washington",21534
"La Conner town, Washington",543
"Lake Bosworth CDP, Washington",444
"Lake Cassidy CDP, Washington",1900
"Lake Cavanaugh CDP, Washington",107
"Lake Forest Park city, Washington",7580
"Lake Goodwin CDP, Washington",2413
"Lake Holm CDP, Washington",1919
"Lake Ketchum CDP, Washington",674
"Lakeland North CDP, Washington",4700
"Lakeland South CDP, Washington",5482
"Lake McMurray CDP, Washington",233
"Lake Marcel-Stillwater CDP, Washington",772
"Lake Morton-Berrydale CDP, Washington",5308
"Lake Roesiger CDP, Washington",381
"Lake Shore CDP, Washington",4069
"Lake Stevens city, Washington",16841
"Lake Stickney CDP, Washington",4416
"Lake Tapps CDP, Washington",7053
"Lakeview CDP, Washington",468
"Lakewood city, Washington",18690
"Langley city, Washington",763
"Larch Way CDP, Washington",1423
"Leavenworth city, Washington",1257
"Lewisville CDP, Washington",1092
"Lexington CDP, Washington",1720
"Liberty Lake city, Washington",6716
"Lind town, Washington",X
"Lochsloy CDP, Washington",1435
"Lofall CDP, Washington",1346
"Long Beach city, Washington",908
"Longbranch CDP, Washington",2098
"Longview city, Washington",16051
"Longview Heights CDP, Washington",2130
"Loon Lake CDP, Washington",380
"Lower Elochoman CDP, Washington",128
